experiment,corpus,method,eval_index,question,evaluable,hit_rank,hit_at_1,hit_at_3,hit_at_5,reciprocal_rank,latency_ms,top1_doc_id,top1_article_number,top1_source_type,top1_score,top1_text_preview
Structural + Hybrid + Reranker,structural,hybrid_reranker,43,هل تحتسب أوقات الراحة ضمن ساعات العمل؟,True,5.0,False,False,True,0.2,155.34,103,الثانية بعد المائة,legal_article,0.7701683044433594,المصدر: نظام العمل السعودي الباب السادس - شروط العمل وظروفه الفصل الثالث المادة الثانية بعد المائة: النص: لا تدخل الفترات المخصصة للراحة والصلاة والطعام ضمن ساعات العمل الفعلية ، ولا يكون العامل خلال هذه الفترات تحت سلطة صاحب العمل ، ولا يجوز لصاحب العمل أن يلزم العامل بالبقاء خلالها في مكان العمل .
Structural + Hybrid + Reranker,structural,hybrid_reranker,44,أيام الإجازة بحالة الوفاة لا قدر الله,True,1.0,True,True,True,1.0,175.79,448,,faq,0.47083577513694763,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | امرأة | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل تستحق العاملة إجازة وضع في حال الإجهاض لا قدر الله؟ الإجابة: فيما يتعلق بإجازة الوضع، فإنه طالما أن المادة 151 من نظام العمل السعودي نصت صراحة على استحقاق المرأة العاملة لهذه الإجازة في حالة الوضع فقط، ولم يتطرق النظ
Structural + Hybrid + Reranker,structural,hybrid_reranker,45,ماهي حقوق العامل في الحصول على إجازة في حالة وجود امتحان لديه؟,True,2.0,False,True,True,0.5,176.69,116,الخامسة عشرة بعد المائة,legal_article,0.9869202375411987,المصدر: نظام العمل السعودي الباب السادس - شروط العمل وظروفه الفصل الرابع المادة الخامسة عشرة بعد المائة: النص: للعامل - إذا وافق صاحب العمل على انتسابه إلى مؤسسة تعليمية أو قَبِل استمراره فيها - الحق في إجازة بأجر كامل لتأدية الامتحان عن سنة غير معادة تحدد مدتها بعدد أيام الامتحان الفعلية . أما إذا كان الامتحان عن سنة معادة فيكون للعامل الحق في إجا
Structural + Hybrid + Reranker,structural,hybrid_reranker,46,ماهي الواجبات على صاحب العمل في الإجازات؟,True,1.0,True,True,True,1.0,306.09,440,,faq,0.8222655653953552,المصدر: HRSD FAQ التصنيف: أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ماهي شروط وضوابط الإجازات للعامل؟ الإجابة: يستحق العامل عن كل عام إجازة سنوية لا تقل مدتها عن واحد وعشرين يومًا، تُزاد إلى مدة لا تقل عن ثلاثين يومًا إذا أمضى العامل في خدمة صاحب العمل خمس سنوات متصلة، وتكون الإجازة بأجر يدفع م
Structural + Hybrid + Reranker,structural,hybrid_reranker,47,ماهي الاجازات الرسمية للعامل؟,True,1.0,True,True,True,1.0,172.82,440,,faq,0.9863570928573608,المصدر: HRSD FAQ التصنيف: أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ماهي شروط وضوابط الإجازات للعامل؟ الإجابة: يستحق العامل عن كل عام إجازة سنوية لا تقل مدتها عن واحد وعشرين يومًا، تُزاد إلى مدة لا تقل عن ثلاثين يومًا إذا أمضى العامل في خدمة صاحب العمل خمس سنوات متصلة، وتكون الإجازة بأجر يدفع م
Structural + Hybrid + Reranker,structural,hybrid_reranker,48,ماهي المراحل المستهدفة ؟,True,1.0,True,True,True,1.0,139.62,551,,faq,0.022707795724272728,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ماهي الفئات المستهدفة للحصول على المبادرة؟ الإجابة: فئة العاملين الوافدين في منشآت القطاع الخاص.
Structural + Hybrid + Reranker,structural,hybrid_reranker,49,ما هي معايير المفاضلة للوظائف التعليمية ؟,True,1.0,True,True,True,1.0,185.83,461,,faq,0.3316161036491394,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: أي استفسار يتعلق بالدوارات التدريبية أو الخبرات أو التعليم الزائد ؟ الإجابة: تقتصر عناصر المفاضلة على المعدل وأقدمية التخرج والاختبارات المهنية ، والمعايير والضوابط التي يتم وضعها من قبل الجهات ، أي أن التدريب والتعلي
Structural + Hybrid + Reranker,structural,hybrid_reranker,50,الى متى يستمر التسجيل بجداره ؟,True,1.0,True,True,True,1.0,187.9,467,,faq,0.9182514548301697,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: إلى متى يستمر التسجيل والتوثيق ؟ الإجابة: التقديم والتعديل لبيانات الطلب على جدارة في موقع الوزارة على منصة جدارة مستمر طوال العام .
Structural + Hybrid + Reranker,structural,hybrid_reranker,51,نسيت كلمة السر ؟,True,1.0,True,True,True,1.0,146.99,381,,faq,0.006596967577934265,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: ماهي طريقة التسجيل في الضمان المطور؟ الإجابة: إنشاء مستخدم جديد وتعبئة البيانات المطلوبة: رقم الهوية، وتاريخ الميلاد، ورقم الجوال. سيتم إرسال ”رمز التحقق“ إلى رقم الجوال المدخل إدخال رمز التحقق المرسل إلى جوالك والضغط على
Structural + Hybrid + Reranker,structural,hybrid_reranker,52,خريجات كليات البنات اللاتي تم ضمها إلى الجامعات حديثا و يسألن ماذا أكتب في المؤسسة التعليمية؟,True,1.0,True,True,True,1.0,234.3,462,,faq,0.00012414081720635295,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: كيف أكتب الفاصلة العشرية حينما أريد كتابة المعدل ؟ الإجابة: عند تسجيلك للنسبة يرجى استخدام الفاصلة العددية الموجودة في لوحة الأرقام على الجانب الأيمن من لوحة المفاتيح إذا كان جهازك مكتبي ، أما إذا كان جهازك محمول فسوف
Structural + Hybrid + Reranker,structural,hybrid_reranker,53,كيف يمكن معرفة الدرجة العلمية التربوية والدرجة العلمية غير التربوية؟,True,1.0,True,True,True,1.0,131.52,457,,faq,0.03235896676778793,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما هي الدرجات الوظيفية المتاحة في التعاقد على سلم الوظائف التعليمية ؟ الإجابة: يمكن التقديم وفق المادة الســـابعة الفقرة (2/ب، ب، ج) من لائحة الوظائف التعليميـــة، يكـــون التعاقد على ســـلم رواتـــب الوظائف التعليمية
Structural + Hybrid + Reranker,structural,hybrid_reranker,54,هل يمكن تعديل الرغبات المكانية أو العنوان بعد التقديم؟,True,1.0,True,True,True,1.0,110.42,227,,faq,0.715962827205658,المصدر: HRSD FAQ التصنيف: التخصصات الاجتماعية | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: هل يمكن تعديل الطلب بعد إرساله؟ الإجابة: لا يمكن تعديل الطلب بعد الإرسال، إلا في حال تم إعادته من قبل الموظف لغرض التعديل.
Structural + Hybrid + Reranker,structural,hybrid_reranker,55,في الاله الحاسبة الخاصة ببرنامج نطاقات المطور هل يتم اضافه كافة العاملين ام السعوديين فقط؟,True,1.0,True,True,True,1.0,193.58,475,,faq,0.9425210356712341,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ما هي أسباب تغير النطاق دون تغير أعداد العاملين الوافدين والسعوديين لدى المنشأة؟ الإجابة: مع دخول برنامج نطاقات المطور حيز التنفيذ بتاريخ 1 / 12 / 2021 م تم رفع نسب التوطين المطلوبة من المنشآت، وبذلك قد يتغير نطاق المنشأة 
Structural + Hybrid + Reranker,structural,hybrid_reranker,56,ما سبب تغيير الحد الاقصى للصرف في طلب إصدار التأشيرات...؟,True,1.0,True,True,True,1.0,2779.9,257,,faq,0.0466606430709362,المصدر: HRSD FAQ التصنيف: العمالة المنزلية | ذوي الإعاقة | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: الاعاقات خدماتها ومعاييرها الطبية كالتالي: الإجابة: اسم الإعاقة الموحدة المعايير الطبية الخدمات المستحقة شلل طرف علوي ايمن إعانة مالية + بطاقة تخفيض أجور اركاب + اعفاء من رسوم التأشيرات شلل طرف علوي أيسر إعانة مالية
Structural + Hybrid + Reranker,structural,hybrid_reranker,57,هل يمكن أن يتغير انطاق المنشأة دون تغيير في عدد العمالة خلال السنوات القادمة؟,True,1.0,True,True,True,1.0,197.99,475,,faq,0.98737633228302,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ما هي أسباب تغير النطاق دون تغير أعداد العاملين الوافدين والسعوديين لدى المنشأة؟ الإجابة: مع دخول برنامج نطاقات المطور حيز التنفيذ بتاريخ 1 / 12 / 2021 م تم رفع نسب التوطين المطلوبة من المنشآت، وبذلك قد يتغير نطاق المنشأة 
Structural + Hybrid + Reranker,structural,hybrid_reranker,58,كيف يمكن للمستفيد (المؤمن له) معرفة اسم شركة التأمين التابع لها؟,True,1.0,True,True,True,1.0,191.62,305,,faq,0.0024172591511160135,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | قطاع الخدمة المدنية (العام) | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يمكن للمستخدمين الوصول إلى قائمة عملياته او معاملاته السابقة في البوابة؟ الإجابة: نعم تمكن الأنظمة التابعة للبوابة للمستفيد من الوصول الى قائمة عملياته او معاملاته
Structural + Hybrid + Reranker,structural,hybrid_reranker,59,ما هي الطريقة المتبعة لتسديد قسط التأمين؟,True,1.0,True,True,True,1.0,311.92,383,,faq,0.008700301870703697,المصدر: HRSD FAQ التصنيف: أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يدفع العامل تكاليف أقساط التأمين؟ الإجابة: لا يحق لصاحب العمل مطالبة الموظف بدفع ومشاركته في أقساط التأمين، فصاحب العمل يتحمل جميع التكاليف.
Structural + Hybrid + Reranker,structural,hybrid_reranker,60,من هو المسؤول عن دفع قيمة قسط التأمين على عقد العمالة المنزلية؟,True,1.0,True,True,True,1.0,309.0,383,,faq,0.917019248008728,المصدر: HRSD FAQ التصنيف: أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يدفع العامل تكاليف أقساط التأمين؟ الإجابة: لا يحق لصاحب العمل مطالبة الموظف بدفع ومشاركته في أقساط التأمين، فصاحب العمل يتحمل جميع التكاليف.
Structural + Hybrid + Reranker,structural,hybrid_reranker,61,ماهي الآلية لإعادة توزيع الأنشطة الاقتصادية لتتوافق مع المتغيرات الحالية للسوق؟,True,1.0,True,True,True,1.0,155.37,493,,faq,0.009968442842364311,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل من الممكن أن يؤثر دمج الأنشطة في التضييق على تعدد الأنشطة وتوسعها في سوق العمل؟ الإجابة: تم دمج مجموعات نطاقات للأنشطة الاقتصادية في محرك نطاقات المطور بناء على معايير محددة لمنح منشآت سوق العمل مرونة أكبر مع إعطاء الأن
Structural + Hybrid + Reranker,structural,hybrid_reranker,62,هل تمكن البوابة المستخدم من تخصيص الخدمات واضافة الخدمات المفضلة على صفحة المستخدم؟,True,1.0,True,True,True,1.0,224.24,310,,faq,0.9999793767929077,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | قطاع الخدمة المدنية (العام) | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل تمكن البوابة والانظمة التابعة لها المستخدم من تخصيص الخدمات واضافة الخدمات المفضلة على صفحة المستخدم؟ الإجابة: نعم تمكن البوابة والأنظمة التابعة لها المستفيد من تخ
Structural + Hybrid + Reranker,structural,hybrid_reranker,63,هل تتوفر قائمة بتطبيقات الجوال أو خدمات الرسائل القصيرة (القائمة والميزات)؟,True,1.0,True,True,True,1.0,225.55,515,,faq,0.0008629884687252343,"المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: هل تتوفر ((الشروط المسبقة)) لاستخدام أو اكمال الخدمة؟ الإجابة: نعم , تتوفر الشروط لاستخدام و اكمال الخدمة عبر الرابط"
Structural + Hybrid + Reranker,structural,hybrid_reranker,64,هل تتوفر إمكانية التقديم بشكوى ( عبر البريد الالكتروني أو الهاتف أو الدردشة أو النموذج على الانترنت ؟,True,1.0,True,True,True,1.0,295.68,265,,faq,0.032321035861968994,"المصدر: HRSD FAQ التصنيف: العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: ما هي الخطوات الرئيسية لطلب الاطلاع أو الحصول على المعلومات العامة ؟ الإجابة: أولاً: يتم تقديم الطلبات عن طريق ملء "" نموذج طلب الحصول على المعلومة "" – إلكتروني– وتقديمه للوزارة. ثانياً: تقوم الوزارة خلال فترة زمنية محددة (30) يوماً من استلام طلب الاطلاع"
Structural + Hybrid + Reranker,structural,hybrid_reranker,65,"هل تتوفر خاصية التقييم ( مثل قيم هذه الصفحة , قيم هذا المحتوى ؟",True,1.0,True,True,True,1.0,225.55,513,,faq,0.008015510626137257,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: هل تتوفر خاصية البحث المتقدم ؟ الإجابة: نعم متوفرة خاصية البحث المتقدم
Structural + Hybrid + Reranker,structural,hybrid_reranker,66,هل تتوفر في البوابة خاصية البحث ؟,True,1.0,True,True,True,1.0,217.19,513,,faq,0.5559965372085571,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: هل تتوفر خاصية البحث المتقدم ؟ الإجابة: نعم متوفرة خاصية البحث المتقدم
Structural + Hybrid + Reranker,structural,hybrid_reranker,67,ماهي اللغات المتوفرة على البوابة ؟,True,1.0,True,True,True,1.0,219.34,506,,faq,0.007038888521492481,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: هل النسخة العربية وغير العربية متطابقة من حيث الخدمات والوظائف والعرض في الأنظمة؟ الإجابة: نظام العمل متوفر بثلاث لغات (عربي، انجليزي، اردو)، وانظمة التنمية الاجتماعية والخدمة المدنية للسعوديين فقط (عربي)
Structural + Hybrid + Reranker,structural,hybrid_reranker,68,هل تحتوي البوابة على حسابات في مواقع التواصل الاجتماعي؟,True,1.0,True,True,True,1.0,286.1,309,,faq,0.07708954811096191,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | قطاع الخدمة المدنية (العام) | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل تمكن البوابة والانظمة التابعة لها المستخدم من الوصول إلى البيانات الشخصية؟ الإجابة: نعم تمكن البوابة والأنظمة التابعة لها المستفيد من الوصول إلى البيانات الشخصية و
Structural + Hybrid + Reranker,structural,hybrid_reranker,69,كيف يمكنني التواصل مع فريق هذه البوابة ؟,True,1.0,True,True,True,1.0,94.63,455,,faq,0.005328377243131399,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما هي قنوات التواصل مع وزارة الموارد البشرية والتنمية الاجتماعية؟ الإجابة: يمكن التواصل مع مركز خدمة العملاء على الرقم 19911 ، أو من خلال الموقع الإلكتروني https://hrsd.gov.sa/ أو عبر منصة تويتر @HRSD_SA.
Structural + Hybrid + Reranker,structural,hybrid_reranker,70,هل يوجد هناك محادثة فورية على هذه البوابة؟,True,1.0,True,True,True,1.0,199.76,304,,faq,0.007074201013892889,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | قطاع الخدمة المدنية (العام) | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يتم تقديم تغذية راجعة وموجهة نحو الإجراء المطلوب في واجهة المستخدم في حال حدوث أي خطأ الإجابة: نعم تقدم البوابة والأنظمة التابعة لها تغذية راجعة وموجهة نحو الإجراء
Structural + Hybrid + Reranker,structural,hybrid_reranker,71,هل توفر بوابة الخدمات الإلكترونية لقطاع التنمية الاجتماعية تنبيهات واشعارات للمستخدم؟,True,1.0,True,True,True,1.0,222.09,304,,faq,0.6163760423660278,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | قطاع الخدمة المدنية (العام) | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يتم تقديم تغذية راجعة وموجهة نحو الإجراء المطلوب في واجهة المستخدم في حال حدوث أي خطأ الإجابة: نعم تقدم البوابة والأنظمة التابعة لها تغذية راجعة وموجهة نحو الإجراء
Structural + Hybrid + Reranker,structural,hybrid_reranker,72,كم يستغرق الوقت لاتخاذ الإجراء المناسب لحالات العنف؟,True,1.0,True,True,True,1.0,280.56,533,,faq,0.04835197329521179,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: ماهي الحماية التي تتلقاها المرأة عند تعرضها للعنف وتقديمها لبلاغ؟ الإجابة: عند تلقي البلاغ يتم التدرج في اتخاذ التدابير اللازمة عند دراسة الشكوى، على أن تعطى الأولوية للإجراءات الإرشادية والإصلاح بين الحالات إن أمكن، وحسب
Structural + Hybrid + Reranker,structural,hybrid_reranker,73,هل هناك لائحة وقانون يحمي الأطفال من العنف الأسري؟,True,1.0,True,True,True,1.0,159.07,536,,faq,0.0944933071732521,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: شاهدتُ حالة عنف وقعت أمامي، ماذا أفعل؟ الإجابة: عند مشاهدتك لحالة عنف أسري تقع أمامك، عليك بالمبادرة بالاتصال بمركز بلاغات العنف الأسري على الرقم المجاني (1919) على مدار الساعة طوال أيام الأسبوع أو إرسال بريد إلكترونيّ إل
Structural + Hybrid + Reranker,structural,hybrid_reranker,74,هل أتمكن من الإبلاغ عن حالة عنف وقعت أمامي دون تقديم بياناتي الشخصية؟,True,1.0,True,True,True,1.0,281.89,536,,faq,0.9628022313117981,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: شاهدتُ حالة عنف وقعت أمامي، ماذا أفعل؟ الإجابة: عند مشاهدتك لحالة عنف أسري تقع أمامك، عليك بالمبادرة بالاتصال بمركز بلاغات العنف الأسري على الرقم المجاني (1919) على مدار الساعة طوال أيام الأسبوع أو إرسال بريد إلكترونيّ إل
Structural + Hybrid + Reranker,structural,hybrid_reranker,75,ما هي الفئات التي يخدمها مركز بلاغات العنف الأسري؟,True,1.0,True,True,True,1.0,149.93,534,,faq,0.9947408437728882,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | امرأة | شباب | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: ما هي الخدمات المقدمة من مركز بلاغات العنف الأسري؟ الإجابة: استقبال البلاغات بسرية تامة من المواطنين و المقيمين من كافة مناطق المملكة عن حالات الإيذاء، سواء كانت من أشخاص أو من الجهات الخارجية. يحيل المركزُ
Structural + Hybrid + Reranker,structural,hybrid_reranker,76,في حال تعرضي للعنف الأسري، ماذا أفعل؟,True,1.0,True,True,True,1.0,277.16,536,,faq,0.9940798878669739,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: شاهدتُ حالة عنف وقعت أمامي، ماذا أفعل؟ الإجابة: عند مشاهدتك لحالة عنف أسري تقع أمامك، عليك بالمبادرة بالاتصال بمركز بلاغات العنف الأسري على الرقم المجاني (1919) على مدار الساعة طوال أيام الأسبوع أو إرسال بريد إلكترونيّ إل
Structural + Hybrid + Reranker,structural,hybrid_reranker,77,هل يترتب على العقد أي رسوم أو يكتفى برسوم التأشيرة؟,True,1.0,True,True,True,1.0,195.89,540,,faq,0.09660570323467255,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يحصل العامل على إقامة أو يكتفى بالعقد؟ الإجابة: كما هو معمول به حالياً، يجب حصول الوافد على إقامة ورخصة عمل وعقد عمل موثق
Structural + Hybrid + Reranker,structural,hybrid_reranker,78,هل يترتب على العامل الوافد دفع أي رسوم حكومية (رخصة العمل – الإقامة - رسوم الخدمة) عند طلب الانتقال؟,True,1.0,True,True,True,1.0,230.53,401,,faq,0.8899035453796387,المصدر: HRSD FAQ التصنيف: أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: على من تكون رسوم نقل الخدمات والاستقدام ورخصة العمل وتجديدهما؟ الإجابة: عملاً بالمادة 40 من نظام العمل : 1 - يتحمل صاحب العمل رسوم استقدام العامل غير السعودي، ورسوم الإقامة ورخصة العمل وتجديدهما وما يترتب على تأخير ذلك من غراما
Structural + Hybrid + Reranker,structural,hybrid_reranker,79,ماهي آلية تعويض صاحب العمل عن المقابل المالي الذي تم دفعه في حال طلب العامل الوافد الانتقال إلى صاحب عمل آخر أثناء سريان رخصة العمل؟,True,1.0,True,True,True,1.0,313.68,565,,faq,0.4237302541732788,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ماهي خدمة التنقل الوظيفي؟ الإجابة: هي خدمة تتيح للعامل الوافد الانتقال للعمل عند صاحب عملٍ آخر عند انتهاء عقد عمله دون الحاجة لموافقة صاحب العمل، وتحدد آليات الانتقال خلال سريان العقد بشرط الالتزام بفترة الإشعار والضوابط ا
Structural + Hybrid + Reranker,structural,hybrid_reranker,80,هل ينطبق الشرط الجزائي على العامل أو صاحب العمل؟,True,1.0,True,True,True,1.0,306.48,558,,faq,0.9784875512123108,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يحق للعامل الانتقال لصاحب عمل آخر قبل انتهاء مدة العقد؟ الإجابة: نعم يحق له الانتقال مع تطبيق شروط أهلية العامل وصاحب العمل الجديد، وفي هذه الحالة ينطبق عليه الشرط الجزائي حسب المنصوص عليه في العقد وكذلك فترة الإشعار ال
Structural + Hybrid + Reranker,structural,hybrid_reranker,81,كيف يتم حماية حقوق العامل؟,True,1.0,True,True,True,1.0,150.13,498,,faq,0.5676542520523071,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: اعرف حقوق العمال؟ الإجابة: 1. خدمة التظلمات : خدمة الكترونية تمكن المستخدمين من رفع التظلمات و متابعتها و الرد عليها من قبل الجهات المعنية كما و تتيح الإطلاع على الإفادة الكترونيا​ 3. السلامة والصحة المهنية في نظام العمل تطرق نظام العمل الصادر ب
Structural + Hybrid + Reranker,structural,hybrid_reranker,82,كيف تتم الاستفادة من خدمتي الخروج والعودة، الخروج النهائي؟,True,1.0,True,True,True,1.0,221.18,555,,faq,0.742959201335907,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ماهي خدمة الخروج النهائي؟ الإجابة: هي خدمة تسمح للعامل الوافد بطلب الخروج النهائي خلال سريان عقد العمل أو بعد انتهاء العقد بشكل آلي عبر منصة أبشر.
Structural + Hybrid + Reranker,structural,hybrid_reranker,83,ماهي خدمة الخروج والعودة؟,True,1.0,True,True,True,1.0,217.77,556,,faq,0.7397115230560303,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ماهي الخدمات التي تقدمها المبادرة؟ الإجابة: خدمة التنقل الوظيفي خدمة الخروج والعودة خدمة الخروج النهائي
Structural + Hybrid + Reranker,structural,hybrid_reranker,84,هل هناك شروط أهلية لصاحب العمل الجديد لطلب نقل خدمات العامل الوافد؟,True,1.0,True,True,True,1.0,236.49,564,,faq,0.9940977096557617,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل هناك شروط مطلوبة للاستفادة من خدمة التنقل الوظيفي؟ الإجابة: نعم هناك عدد من شروط الأهلية لكلِّ من العامل وصاحب العمل الجديد، وفي حال تحققها بإمكانهم الاستفادة من هذه الخدمة.
Structural + Hybrid + Reranker,structural,hybrid_reranker,85,ما هي شروط أهلية العامل الوافد للاستفادة من خدمة التنقل الوظيفي؟,True,1.0,True,True,True,1.0,143.38,564,,faq,0.9826235175132751,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل هناك شروط مطلوبة للاستفادة من خدمة التنقل الوظيفي؟ الإجابة: نعم هناك عدد من شروط الأهلية لكلِّ من العامل وصاحب العمل الجديد، وفي حال تحققها بإمكانهم الاستفادة من هذه الخدمة.
Structural + Hybrid + Reranker,structural,hybrid_reranker,86,ما هي نوع الملفات التي يمكن إرفاقها؟,True,1.0,True,True,True,1.0,275.42,225,,faq,0.11113841086626053,المصدر: HRSD FAQ التصنيف: التخصصات الاجتماعية | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: ما هي صيغة وحجم الملفات المسموح بها؟ الإجابة: الصيغ المقبولة: PDF – JPEG – PNG الصيغ المقبولة: PDF – JPEG – PNG الحد الأقصى لحجم الملف: 10 ميجابايت لكل ملف الحد الأقصى لحجم الملف: 10 ميجابايت لكل ملف
Structural + Hybrid + Reranker,structural,hybrid_reranker,87,هل يمكن اصدار اشعار أهلية القبول بمراكز الرعاية النهارية الأهلية لمن لديهم نسبة ذكاء أكبر من55 درجة,True,1.0,True,True,True,1.0,2794.49,583,,faq,0.990312933921814,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | امرأة | شباب | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: من هم الفئة المستهدفة من خدمة اشعارات أهلية القبول بمراكز الرعاية النهارية الاهلية ؟ الإجابة: الأشخاص ذوي الإعاقة الشديدة والمتوسطة بين عمر 2-45 سنة اللذين لديهم تقييم مستوى الذكاء 55 درجة أو أقل
