chunk_id,chunking_strategy,chunk_text,chunk_word_count,chunk_char_count,chunk_order,parent_document_id,record_id,source_type,source_name,legal_category,rag_usage,bab_label,bab_title,fasl,article_title,article_number,article_number_label,article_number_int,article_status,question,answer,beneficiaries,sector,subsite,source_url,chunk_word_len,chunk_char_len
FIXED_000324,fixed_size_chunking_baseline,المصدر: HRSD FAQ التصنيف: أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ماهي الحقوق العامة في عقد العمل؟ الإجابة: لا يجوز تكليف العامل بعمل يختلف اختلافًا جوهريًّا عن العمل المتفق عليه بغير موافقته الكتابية، إلا في حالات الضرورة التي قد تقتضيها ظروف عارضة، ولمدة لا تتجاوز ثلاثين يومًا في السنة. لصاحب العمل - في حالات الضرورة التي قد تقتضيها ظروف عارضة ولمدة لا تتجاوز ثلاثين يوماً في السنة – تكليف العامل بعمل في مكان يختلف عن المكان المتفق عليه دون اشتراط موافقته، على أن يتحمل صاحب العمل تكاليف انتقال العامل وإقامته خلال تلك المدة. لا يجوز لصاحب العمل أن ينقل العامل بغير موافقته -كتابة- من مكان عمله الأصلي إلى مكان آخر يقتضي تغيير محل إقامته. إذا كان العقد من أجل القيام بعمل معين فإنه ينتهي بإنجاز العمل المتفق عليه. لا يجوز نقل العامل ذي الأجر الشهري إلى فئة عمال اليومية أو العمال المعينين بالأجر الأسبوعي أو بالقطعة أو بالساعة، إلا إذا وافق العامل على ذلك كتابة، ومع عدم الإخلال بالحقوق التي اكتسبها العامل في المدة التي قضاها بالأجر الشهري.,179,1003,1,706550432de905d72a6ff5a565caaa61d2cbd016555a049798a31ebf73a58218,323,faq,HRSD FAQ,أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,indexing_allowed_faq_no_leakage,,,,,,,,not_applicable,ماهي الحقوق العامة في عقد العمل؟,لا يجوز تكليف العامل بعمل يختلف اختلافًا جوهريًّا عن العمل المتفق عليه بغير موافقته الكتابية، إلا في حالات الضرورة التي قد تقتضيها ظروف عارضة، ولمدة لا تتجاوز ثلاثين يومًا في السنة. لصاحب العمل - في حالات الضرورة التي قد تقتضيها ظروف عارضة ولمدة لا تتجاوز ثلاثين يوماً في السنة – تكليف العامل بعمل في مكان يختلف عن المكان المتفق عليه دون اشتراط موافقته، على أن يتحمل صاحب العمل تكاليف انتقال العامل وإقامته خلال تلك المدة. لا يجوز لصاحب العمل أن ينقل العامل بغير موافقته -كتابة- من مكان عمله الأصلي إلى مكان آخر يقتضي تغيير محل إقامته. إذا كان العقد من أجل القيام بعمل معين فإنه ينتهي بإنجاز العمل المتفق عليه. لا يجوز نقل العامل ذي الأجر الشهري إلى فئة عمال اليومية أو العمال المعينين بالأجر الأسبوعي أو بالقطعة أو بالساعة، إلا إذا وافق العامل على ذلك كتابة، ومع عدم الإخلال بالحقوق التي اكتسبها العامل في المدة التي قضاها بالأجر الشهري.,أعمال | العمالة المنزلية | عامل | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,https://www.hrsd.gov.sa/contact-us/faq,179,1003
FIXED_000325,fixed_size_chunking_baseline,المصدر: HRSD FAQ التصنيف: أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ماهي اشتراطات فترة التجربة؟ الإجابة: إذا كان العامل خاضعاً لفترة تجربة، وجب النص على ذلك صراحة في عقد العمل، وتحديدها بوضوح، بحيث لا تزيد على تسعين يوماً. ويجوز باتفاق مكتوب بين العامل وصاحب العمل تمديد فترة التجربة، على ألا تزيد على مائة وثمانين يوماً. لا يجوز وضع العامل تحت التجربة أكثر من مرة واحدة لدى صاحب عمل واحد. واستثناء من ذلك يجوز باتفاق طرفي العقد - كتابة - إخضاع العامل لفترة تجربة أخرى بشرط: أن تكون في مهنة أخرى عمل آخر أن يكون قد مضى على انتهاء علاقة العامل بصاحب العمل مدة لا تقل عن ستة أشهر. لا تدخل في حساب فترة التجربة إجازة عيدي الفطر والأضحى والإجازة المرضية. إذا أنهي العقد خلال فترة التجربة فإن أيًّا من الطرفين لا يستحق تعويضاً، كما لا يستحق العامل مكافأة نهاية الخدمة عن ذلك.,153,825,1,4793db46dc99343073200c5fb5e6966468d84b96930f7e09fc7a759044001693,324,faq,HRSD FAQ,أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,indexing_allowed_faq_no_leakage,,,,,,,,not_applicable,ماهي اشتراطات فترة التجربة؟,إذا كان العامل خاضعاً لفترة تجربة، وجب النص على ذلك صراحة في عقد العمل، وتحديدها بوضوح، بحيث لا تزيد على تسعين يوماً. ويجوز باتفاق مكتوب بين العامل وصاحب العمل تمديد فترة التجربة، على ألا تزيد على مائة وثمانين يوماً. لا يجوز وضع العامل تحت التجربة أكثر من مرة واحدة لدى صاحب عمل واحد. واستثناء من ذلك يجوز باتفاق طرفي العقد - كتابة - إخضاع العامل لفترة تجربة أخرى بشرط: أن تكون في مهنة أخرى عمل آخر أن يكون قد مضى على انتهاء علاقة العامل بصاحب العمل مدة لا تقل عن ستة أشهر. لا تدخل في حساب فترة التجربة إجازة عيدي الفطر والأضحى والإجازة المرضية. إذا أنهي العقد خلال فترة التجربة فإن أيًّا من الطرفين لا يستحق تعويضاً، كما لا يستحق العامل مكافأة نهاية الخدمة عن ذلك.,أعمال | العمالة المنزلية | عامل | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,https://www.hrsd.gov.sa/contact-us/faq,153,825
FIXED_000326,fixed_size_chunking_baseline,المصدر: HRSD FAQ التصنيف: أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ماذا يحتوي عقد العمل؟ الإجابة: تضع الوزارة نموذجاً موحداً لعقد العمل، يحتوي بصورة أساسية على: اسم صاحب العمل مكانه اسم العامل وجنسيته، وما يلزم لإثبات شخصيته عنوان إقامته الأجر المتفق عليه بما في ذلك المزايا والبدلات نوع العمل ومكانه تاريخ الالتحاق به مدته إن كان محدد المدة. ويجب أن يكون عقد العمل وفق النموذج المشار إليه في الفقرة (1) من هذه المادة (مادة 52)، ولطرفي العقد أن يضيفا إليه بنوداً أخرى، بما لا يتعارض مع أحكام هذا النظام ولائحته والقرارات الصادرة تنفيذاً له.,105,596,1,8bbf575ad1766bf715e0035a740eeecfe0375e1df9582aa1d446c417832408ce,325,faq,HRSD FAQ,أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,indexing_allowed_faq_no_leakage,,,,,,,,not_applicable,ماذا يحتوي عقد العمل؟,تضع الوزارة نموذجاً موحداً لعقد العمل، يحتوي بصورة أساسية على: اسم صاحب العمل مكانه اسم العامل وجنسيته، وما يلزم لإثبات شخصيته عنوان إقامته الأجر المتفق عليه بما في ذلك المزايا والبدلات نوع العمل ومكانه تاريخ الالتحاق به مدته إن كان محدد المدة. ويجب أن يكون عقد العمل وفق النموذج المشار إليه في الفقرة (1) من هذه المادة (مادة 52)، ولطرفي العقد أن يضيفا إليه بنوداً أخرى، بما لا يتعارض مع أحكام هذا النظام ولائحته والقرارات الصادرة تنفيذاً له.,أعمال | العمالة المنزلية | عامل | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,https://www.hrsd.gov.sa/contact-us/faq,105,596
FIXED_000327,fixed_size_chunking_baseline,"المصدر: HRSD FAQ التصنيف: أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ما هو عقد العمل؟ الإجابة: عقد العمل هو عقد مبرم بين صاحب عمل وعامل، يتعهد الأخير بموجبه أن يعمل تحت إدارة صاحب العمل أو إشرافه مقابل أجر. يجب أن يكتب عقد العمل من نسختين، يحتفظ كل من طرفيه بنسخة. ويعد العقد قائمًا ولو كان غير مكتوب، وفي هذه الحالة يجوز للعامل وحده إثبات العقد وحقوقه التي نشأت عنه بجميع طرق الإثبات، ويكون لكل من الطرفين أن يطلب كتابة العقد في أي وقت، أما عمال الحكومة والمؤسسات العامة فيقوم قرار أو أمر التعيين الصادر من الجهة المختصة مقام العقد. :"" يجب أن يكون عقد عمل غير السعودي مكتوبًا ومحدد المدة. وإذا خلا العقد من بيان مدته تعد مدة رخصة العمل هي مدة العقد.",134,704,1,bee1fb7779d1e1a0fe8219edb2c57c3a92726d0ab584775eddc0df60a5cfa1fc,326,faq,HRSD FAQ,أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,indexing_allowed_faq_no_leakage,,,,,,,,not_applicable,ما هو عقد العمل؟,"عقد العمل هو عقد مبرم بين صاحب عمل وعامل، يتعهد الأخير بموجبه أن يعمل تحت إدارة صاحب العمل أو إشرافه مقابل أجر. يجب أن يكتب عقد العمل من نسختين، يحتفظ كل من طرفيه بنسخة. ويعد العقد قائمًا ولو كان غير مكتوب، وفي هذه الحالة يجوز للعامل وحده إثبات العقد وحقوقه التي نشأت عنه بجميع طرق الإثبات، ويكون لكل من الطرفين أن يطلب كتابة العقد في أي وقت، أما عمال الحكومة والمؤسسات العامة فيقوم قرار أو أمر التعيين الصادر من الجهة المختصة مقام العقد. :"" يجب أن يكون عقد عمل غير السعودي مكتوبًا ومحدد المدة. وإذا خلا العقد من بيان مدته تعد مدة رخصة العمل هي مدة العقد.",أعمال | العمالة المنزلية | عامل | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,https://www.hrsd.gov.sa/contact-us/faq,134,704
FIXED_000328,fixed_size_chunking_baseline,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | امرأة | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ماهي الإجازات المستحقة للمرأة العاملة؟ الإجابة: للمرأة العاملة الحق في إجازة وضع بأجر كامل لمدة عشرة أسابيع توزعها كيف تشاء؛ تبدأ بحدٍّ أقصى بأربعة أسابيع قبل التاريخ المرجح للوضع، ويحدد التاريخ المرجح للوضع بموجب شهادة طبية مصدقة من جهة صحية. للمرأة العاملة - في حالة إنجاب طفل مريض أو من ذوي الاحتياجات الخاصة وتتطلب حالته الصحية مرافقاً مستمراً له - الحق في إجازة مدتها شهر بأجر كامل تبدأ بعد انتهاء مدة إجازة الوضع، ولها الحق في تمديد الإجازة لمدة شهر دون أجر. للمرأة العاملة المسلمة التي يتوفى زوجها الحق في إجازة عدة بأجر كامل لمدة لا تقل عن أربعة أشهر وعشرة أيام من تاريخ الوفاة، ولها الحق في تمديد هذه الإجازة دون أجر إن كانت حاملاً - خلال هذه الفترة - حتى تضع حملها، ولا يجوز لها الاستفادة من باقي إجازة العدة الممنوحة لها – بموجب هذا النظام – بعد وضع حملها. للمرأة العاملة غير المسلمة التي يتوفى زوجها الحق في إجازة بأجر كامل لمدة خمسة عشر يوماً. وفي جميع الأحوال لا يجوز للعاملة المتوفى عنها زوجها ممارسة أي عمل لدى الغير خلال هذه المدة,199,1078,1,aa2e956b9c52894256ab98990c0b93361167d76b366391f0919b4d79912f692f,327,faq,HRSD FAQ,أفراد | العمالة المنزلية | امرأة | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,indexing_allowed_faq_no_leakage,,,,,,,,not_applicable,ماهي الإجازات المستحقة للمرأة العاملة؟,للمرأة العاملة الحق في إجازة وضع بأجر كامل لمدة عشرة أسابيع توزعها كيف تشاء؛ تبدأ بحدٍّ أقصى بأربعة أسابيع قبل التاريخ المرجح للوضع، ويحدد التاريخ المرجح للوضع بموجب شهادة طبية مصدقة من جهة صحية. للمرأة العاملة - في حالة إنجاب طفل مريض أو من ذوي الاحتياجات الخاصة وتتطلب حالته الصحية مرافقاً مستمراً له - الحق في إجازة مدتها شهر بأجر كامل تبدأ بعد انتهاء مدة إجازة الوضع، ولها الحق في تمديد الإجازة لمدة شهر دون أجر. للمرأة العاملة المسلمة التي يتوفى زوجها الحق في إجازة عدة بأجر كامل لمدة لا تقل عن أربعة أشهر وعشرة أيام من تاريخ الوفاة، ولها الحق في تمديد هذه الإجازة دون أجر إن كانت حاملاً - خلال هذه الفترة - حتى تضع حملها، ولا يجوز لها الاستفادة من باقي إجازة العدة الممنوحة لها – بموجب هذا النظام – بعد وضع حملها. للمرأة العاملة غير المسلمة التي يتوفى زوجها الحق في إجازة بأجر كامل لمدة خمسة عشر يوماً. وفي جميع الأحوال لا يجوز للعاملة المتوفى عنها زوجها ممارسة أي عمل لدى الغير خلال هذه المدة,أفراد | العمالة المنزلية | امرأة | عامل | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,https://www.hrsd.gov.sa/contact-us/faq,199,1078
FIXED_000329,fixed_size_chunking_baseline,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | امرأة | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ما هي فترة الراحة اليومية للرضاعة؟ الإجابة: يحق للمرأة العاملة عندما تعود إلى مزاولة عملها بعد إجازة الوضع أن تأخذ بقصد إرضاع مولودها فترة أو فترات للاستراحة لا تزيد في مجموعها على الساعة في اليوم الواحد، وذلك علاوة على فترات الراحة الممنوحة لجميع العمال، وتحسب هذه الفترة أو الفترات من ساعات العمل الفعلية، ولا يترتب عليها تخفيض الأجر.,82,467,1,2268fae0a2babad992d47db37dddf257006f2dc21677fb99f3e5c5c350bda7c8,328,faq,HRSD FAQ,أفراد | العمالة المنزلية | امرأة | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,indexing_allowed_faq_no_leakage,,,,,,,,not_applicable,ما هي فترة الراحة اليومية للرضاعة؟,يحق للمرأة العاملة عندما تعود إلى مزاولة عملها بعد إجازة الوضع أن تأخذ بقصد إرضاع مولودها فترة أو فترات للاستراحة لا تزيد في مجموعها على الساعة في اليوم الواحد، وذلك علاوة على فترات الراحة الممنوحة لجميع العمال، وتحسب هذه الفترة أو الفترات من ساعات العمل الفعلية، ولا يترتب عليها تخفيض الأجر.,أفراد | العمالة المنزلية | امرأة | عامل | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,https://www.hrsd.gov.sa/contact-us/faq,82,467
FIXED_000330,fixed_size_chunking_baseline,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | امرأة | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يحق لصاحب العمل تشغيل المرأة العاملة بعد الوضع بمدة أقل من 6 أسابيع؟ الإجابة: يحظر تشغيل المرأة بعد الوضع بأي حال من الأحوال خلال الستة أسابيع التالية له، ولها الحق في تمديد الإجازة مدة شهر دون أجر .,63,333,1,5faff72db76cc565d1471b64c1a71986408daed8483140acfd92f87d333f6350,329,faq,HRSD FAQ,أفراد | العمالة المنزلية | امرأة | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,indexing_allowed_faq_no_leakage,,,,,,,,not_applicable,هل يحق لصاحب العمل تشغيل المرأة العاملة بعد الوضع بمدة أقل من 6 أسابيع؟,يحظر تشغيل المرأة بعد الوضع بأي حال من الأحوال خلال الستة أسابيع التالية له، ولها الحق في تمديد الإجازة مدة شهر دون أجر .,أفراد | العمالة المنزلية | امرأة | عامل | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,https://www.hrsd.gov.sa/contact-us/faq,63,333
FIXED_000331,fixed_size_chunking_baseline,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | امرأة | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ماهي الحقوق والواجبات العامة للمرأة العاملة؟ الإجابة: على صاحب العمل في جميع الأماكن التي يعمل فيها نساء وفي جميع المهن أن يوفر لهن مقاعد تأمينًا لاستراحتهن. في المنشآت النسائية المغلقة يجب أن يكون العاملات من النساء فقط . على كل صاحب عمل يشغل خمسين عاملة فأكثر أن يهيئ مكانًا مناسبًا يتوافر فيه العدد الكافي من المربيات، لرعاية أطفال العاملات الذين تقل أعمارهم عن ست سنوات، وذلك إذا بلغ عدد الأطفال عشرة فأكثر. و يجوز للوزير أن يلزم صاحب العمل الذي يستخدم مائة عاملة فأكثر في مدينة واحدة أن ينشئ دارًا للحضانة بنفسه أو بالمشاركة مع أصحاب عمل آخرين في المدينة نفسها، أو يتعاقد مع دار للحضانة قائمة لرعاية أطفال العاملات الذين تقل أعمارهم عن ست سنوات وذلك أثناء فترات العمل، وفي هذه الحالة يحدد الوزير الشروط والأوضاع التي تنظم هذه الدار، كما يقرر نسبة التكاليف التي تفرض على العاملات المستفيدات من هذه الخدمة.,167,940,1,834f1dd9568c7c4b21a00fd63287d82f2020a7f3d013978503b3ae0f590874a7,330,faq,HRSD FAQ,أفراد | العمالة المنزلية | امرأة | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,indexing_allowed_faq_no_leakage,,,,,,,,not_applicable,ماهي الحقوق والواجبات العامة للمرأة العاملة؟,على صاحب العمل في جميع الأماكن التي يعمل فيها نساء وفي جميع المهن أن يوفر لهن مقاعد تأمينًا لاستراحتهن. في المنشآت النسائية المغلقة يجب أن يكون العاملات من النساء فقط . على كل صاحب عمل يشغل خمسين عاملة فأكثر أن يهيئ مكانًا مناسبًا يتوافر فيه العدد الكافي من المربيات، لرعاية أطفال العاملات الذين تقل أعمارهم عن ست سنوات، وذلك إذا بلغ عدد الأطفال عشرة فأكثر. و يجوز للوزير أن يلزم صاحب العمل الذي يستخدم مائة عاملة فأكثر في مدينة واحدة أن ينشئ دارًا للحضانة بنفسه أو بالمشاركة مع أصحاب عمل آخرين في المدينة نفسها، أو يتعاقد مع دار للحضانة قائمة لرعاية أطفال العاملات الذين تقل أعمارهم عن ست سنوات وذلك أثناء فترات العمل، وفي هذه الحالة يحدد الوزير الشروط والأوضاع التي تنظم هذه الدار، كما يقرر نسبة التكاليف التي تفرض على العاملات المستفيدات من هذه الخدمة.,أفراد | العمالة المنزلية | امرأة | عامل | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,https://www.hrsd.gov.sa/contact-us/faq,167,940
FIXED_000332,fixed_size_chunking_baseline,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ماهي آلية احتساب نسب التوطين بعد تطبيق نطاقات المطور؟ الإجابة: يتم احتساب نسب التوطين عن طريق تطبيق المعادلة المذكورة في الدليل الإجرائي، ولمعرفة قيم مدخلات المعادلة يرجى الاطلاع على ملحق الدليل الإجرائي لبرنامج نطاقات المطور رابط الخدمة .,61,367,1,d93bf817d2866de930aee5cb65d52018a2d30a05dc3b2a5208c9d6bb54912b7f,331,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,indexing_allowed_faq_no_leakage,,,,,,,,not_applicable,ماهي آلية احتساب نسب التوطين بعد تطبيق نطاقات المطور؟,يتم احتساب نسب التوطين عن طريق تطبيق المعادلة المذكورة في الدليل الإجرائي، ولمعرفة قيم مدخلات المعادلة يرجى الاطلاع على ملحق الدليل الإجرائي لبرنامج نطاقات المطور رابط الخدمة .,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,https://www.hrsd.gov.sa/contact-us/faq,61,367
FIXED_000333,fixed_size_chunking_baseline,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: في الاله الحاسبة الخاصة ببرنامج نطاقات المطور هل يتم اضافه كافة العاملين ام السعوديين فقط؟ الإجابة: يتم إضافة عدد العمالة الفعلي الإجمالي لكيان المنشأة.,47,280,1,96d805e02ad45472b200f5fe9e0d0f250b88abdb635c63d737a5058647a60a05,332,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,indexing_allowed_faq_no_leakage,,,,,,,,not_applicable,في الاله الحاسبة الخاصة ببرنامج نطاقات المطور هل يتم اضافه كافة العاملين ام السعوديين فقط؟,يتم إضافة عدد العمالة الفعلي الإجمالي لكيان المنشأة.,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,https://www.hrsd.gov.sa/contact-us/faq,47,280
FIXED_000334,fixed_size_chunking_baseline,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: متى تم تطبيق قرار نطاقات المطور؟ الإجابة: دخل البرنامج حيز التنفيذ بتاريخ 1 ديسمبر 2021,38,215,1,b12b6c52dc98ebdd36429e0c5ff49bdb21ce1fdddd89d3eff60a0fe71b8bb992,333,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,indexing_allowed_faq_no_leakage,,,,,,,,not_applicable,متى تم تطبيق قرار نطاقات المطور؟,دخل البرنامج حيز التنفيذ بتاريخ 1 ديسمبر 2021,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,https://www.hrsd.gov.sa/contact-us/faq,38,215
FIXED_000335,fixed_size_chunking_baseline,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يتم احتساب نسبة التوطين لكل كيان ام كل منشأة بشكل منفصل؟ الإجابة: يتم الاحتساب على كيان المنشأة – ويعرف الكيان بانه الصفة التي ستتعامل معها الوزارة لأغراض حساب التوطين وتمثل جميع الفروع لذات النشاط الاقتصادي المملوكة لمنشأة واحدة.,62,361,1,b0ba92ac7c9f773c8c38209272d49570f60ed5f90a4bf7ab85545435733fed29,334,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,indexing_allowed_faq_no_leakage,,,,,,,,not_applicable,هل يتم احتساب نسبة التوطين لكل كيان ام كل منشأة بشكل منفصل؟,يتم الاحتساب على كيان المنشأة – ويعرف الكيان بانه الصفة التي ستتعامل معها الوزارة لأغراض حساب التوطين وتمثل جميع الفروع لذات النشاط الاقتصادي المملوكة لمنشأة واحدة.,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,https://www.hrsd.gov.sa/contact-us/faq,62,361
FIXED_000336,fixed_size_chunking_baseline,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ما هي آلية احتساب اضافة او استبعاد العمالة؟ الإجابة: مع إطلاق برنامج نطاقات المطور ، ودعماً للمنشآت في تحقيق نسب التوطين المطلوبة منها، يتم حالياً احتساب وزن العامل بشكل فوري عند تسجيله لجميع المنشآت وذلك خلال التحديث الأسبوعي لنطاقات حسب القواعد الخاصة بالاحتساب.,66,392,1,3a81a798b51c9875415b667de5749201499490fc3a0865768bee3de62091722e,335,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,indexing_allowed_faq_no_leakage,,,,,,,,not_applicable,ما هي آلية احتساب اضافة او استبعاد العمالة؟,مع إطلاق برنامج نطاقات المطور ، ودعماً للمنشآت في تحقيق نسب التوطين المطلوبة منها، يتم حالياً احتساب وزن العامل بشكل فوري عند تسجيله لجميع المنشآت وذلك خلال التحديث الأسبوعي لنطاقات حسب القواعد الخاصة بالاحتساب.,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,https://www.hrsd.gov.sa/contact-us/faq,66,392
FIXED_000337,fixed_size_chunking_baseline,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يمكن أن يتغير انطاق المنشأة دون تغيير في عدد العمالة خلال السنوات القادمة؟ الإجابة: يتم تطبيق نسب التوطين المطلوبة في برنامج نطاقات المطور بشكل تدريجي على مدى ثلاث سنوات ، وللاطلاع على نسب التوطين المطلوبة لكل سنة يرجى زيارة صفحة الحاسبة الخاصة ببرنامج نطاقات المطور.,69,398,1,aec52611eb5bf56760f474e9260c82131532f29ed8596dec883698481890236f,336,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,indexing_allowed_faq_no_leakage,,,,,,,,not_applicable,هل يمكن أن يتغير انطاق المنشأة دون تغيير في عدد العمالة خلال السنوات القادمة؟,يتم تطبيق نسب التوطين المطلوبة في برنامج نطاقات المطور بشكل تدريجي على مدى ثلاث سنوات ، وللاطلاع على نسب التوطين المطلوبة لكل سنة يرجى زيارة صفحة الحاسبة الخاصة ببرنامج نطاقات المطور.,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,https://www.hrsd.gov.sa/contact-us/faq,69,398
FIXED_000338,fixed_size_chunking_baseline,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: كيف يمكن للمستفيد (المؤمن له) معرفة اسم شركة التأمين التابع لها؟ الإجابة: يمكن لصاحب العمل الحصول على الوثيقة من خلال حساب صاحب العمل عبر منصة مساند للعمالة المنزلية.,51,294,1,6608f4bd302f00acf422a976642b282443e43b1b69db100624218d2f3f76d949,337,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,indexing_allowed_faq_no_leakage,,,,,,,,not_applicable,كيف يمكن للمستفيد (المؤمن له) معرفة اسم شركة التأمين التابع لها؟,يمكن لصاحب العمل الحصول على الوثيقة من خلال حساب صاحب العمل عبر منصة مساند للعمالة المنزلية.,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,https://www.hrsd.gov.sa/contact-us/faq,51,294
FIXED_000339,fixed_size_chunking_baseline,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ما هي الطريقة المتبعة لتسديد قسط التأمين؟ الإجابة: تكلفة القسط التأميني مضمَّنة ضمن تكاليف الاستقدام للعقد المبرم بين المكتب أو شركة الاستقدام وصاحب العمل، وتدفع عند التقاعد من خلال منصة مساند.,54,321,1,91f863ae18d68499e05cdf8223c6042bcc37a38e10e1085130d95f1d78a8830b,338,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,indexing_allowed_faq_no_leakage,,,,,,,,not_applicable,ما هي الطريقة المتبعة لتسديد قسط التأمين؟,تكلفة القسط التأميني مضمَّنة ضمن تكاليف الاستقدام للعقد المبرم بين المكتب أو شركة الاستقدام وصاحب العمل، وتدفع عند التقاعد من خلال منصة مساند.,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,https://www.hrsd.gov.sa/contact-us/faq,54,321
